writetest1,1048576,1873,14,559564,68287.521321,1854.316354
writetest2,1048576,1873,14,559699,68297.434933,1858.453083
writetest3,1048576,1872,14,559916,68314.396649,1860.000000
writetest4,1048576,1867,14,561539,68493.074282,1863.344920
